b,g,r,result
146,161,153,sap
146,161,153,sap
146,161,153,sap
145,162,153,sap
218,208,214,sap
218,208,214,sap
219,209,215,sap
219,209,215,sap
220,210,216,sap
220,210,216,sap
220,210,216,sap
220,210,216,sap
220,210,216,sap
221,211,217,sap
221,211,217,sap
222,212,218,sap
223,213,219,sap
224,214,220,sap
225,215,221,sap
225,215,221,sap
226,216,222,sap
227,217,223,sap
228,218,224,sap
229,219,225,sap
230,220,226,sap
231,221,227,sap
232,222,228,sap
233,223,229,sap
234,224,230,sap
234,224,230,sap
235,225,231,sap
236,226,232,sap
237,227,233,sap
238,228,234,sap
238,228,234,sap
239,229,235,sap
238,231,236,sap
238,231,236,sap
238,231,236,sap
239,232,237,sap
239,232,237,sap
239,232,237,sap
239,232,237,sap
239,232,237,sap
239,233,238,sap
239,233,238,sap
239,233,238,sap
238,232,237,sap
238,232,237,sap
238,232,237,sap
238,232,237,sap
238,232,237,sap
238,232,237,sap
238,232,237,sap
238,232,237,sap
237,231,236,sap
235,231,236,sap
235,231,236,sap
235,231,236,sap
235,231,236,sap
234,230,235,sap
234,230,235,sap
233,229,234,sap
233,229,234,sap
230,229,233,sap
229,228,232,sap
229,228,232,sap
229,228,232,sap
227,226,230,sap
227,226,230,sap
226,225,229,sap
226,225,229,sap
225,224,228,sap
225,224,228,sap
222,223,227,sap
222,223,227,sap
222,223,227,sap
222,223,227,sap
222,223,227,sap
221,222,226,sap
221,222,226,sap
221,222,226,sap
219,222,226,sap
218,221,225,sap
218,221,225,sap
218,221,225,sap
218,221,225,sap
217,220,224,sap
216,221,224,sap
216,221,224,sap
215,220,223,sap
215,220,223,sap
216,221,224,sap
215,220,223,sap
215,220,223,sap
214,219,222,sap
212,219,222,sap
211,218,221,sap
210,217,220,sap
210,217,220,sap
209,217,217,sap
209,217,217,sap
208,216,216,sap
208,216,216,sap
207,215,215,sap
206,214,214,sap
206,214,214,sap
206,214,214,sap
202,212,212,sap
202,212,212,sap
200,210,210,sap
200,210,210,sap
199,209,209,sap
198,208,208,sap
197,207,207,sap
196,206,206,sap
195,205,205,sap
194,204,204,sap
192,202,202,sap
191,201,201,sap
191,201,201,sap
190,200,200,sap
188,198,198,sap
187,197,197,sap
184,196,196,sap
183,195,195,sap
181,193,193,sap
180,192,192,sap
179,191,191,sap
177,189,189,sap
176,188,188,sap
175,187,187,sap
172,186,185,sap
171,185,184,sap
170,184,183,sap
168,182,181,sap
167,181,180,sap
165,179,178,sap
163,177,176,sap
162,176,175,sap
160,174,173,sap
158,172,171,sap
156,170,169,sap
155,169,168,sap
153,167,166,sap
152,166,165,sap
150,164,163,sap
148,162,161,sap
143,160,157,sap
142,159,156,sap
141,158,155,sap
140,157,154,sap
140,157,154,sap
139,156,153,sap
138,155,152,sap
137,154,151,sap
136,153,150,sap
136,153,150,sap
135,152,149,sap
135,152,149,sap
134,151,148,sap
134,151,148,sap
133,150,147,sap
133,150,147,sap
131,150,147,sap
131,150,147,sap
130,149,146,sap
130,149,146,sap
130,149,146,sap
129,148,145,sap
129,148,145,sap
129,148,145,sap
129,148,145,sap
129,148,145,sap
129,148,145,sap
129,148,145,sap
129,148,145,sap
129,148,145,sap
129,148,145,sap
129,148,145,sap
128,148,143,sap
128,148,143,sap
128,148,143,sap
129,149,144,sap
129,149,144,sap
129,149,144,sap
129,149,144,sap
129,149,144,sap
129,149,144,sap
129,149,144,sap
129,149,144,sap
129,149,144,sap
130,150,145,sap
130,150,145,sap
130,150,145,sap
130,150,145,sap
131,152,144,sap
131,152,144,sap
132,153,145,sap
132,153,145,sap
132,153,145,sap
132,153,145,sap
133,154,146,sap
133,154,146,sap
133,154,146,sap
134,155,147,sap
134,155,147,sap
134,155,147,sap
135,156,148,sap
135,156,148,sap
136,157,149,sap
136,157,149,sap
135,156,148,sap
135,156,148,sap
136,157,149,sap
136,157,149,sap
137,158,150,sap
137,158,150,sap
137,158,150,sap
138,159,151,sap
138,159,151,sap
138,159,151,sap
138,159,151,sap
138,159,151,sap
139,160,152,sap
139,160,152,sap
139,160,152,sap
139,160,152,sap
140,161,153,sap
140,161,153,sap
140,161,153,sap
140,161,153,sap
140,161,153,sap
140,161,153,sap
140,161,153,sap
140,161,153,sap
142,160,153,sap
142,160,153,sap
142,160,153,sap
141,159,152,sap
141,159,152,sap
141,159,152,sap
141,159,152,sap
141,159,152,sap
141,160,151,sap
141,160,151,sap
141,160,151,sap
141,160,151,sap
141,160,151,sap
141,160,151,sap
141,160,151,sap
141,160,151,sap
140,159,150,sap
140,159,150,sap
140,159,150,sap
139,158,149,sap
139,158,149,sap
138,157,148,sap
138,157,148,sap
138,157,148,sap
137,156,147,sap
137,156,147,sap
137,156,147,sap
136,155,146,sap
136,155,146,sap
135,154,145,sap
135,154,145,sap
135,154,145,sap
133,152,143,sap
133,152,143,sap
133,152,143,sap
132,151,142,sap
131,150,141,sap
131,150,141,sap
130,149,140,sap
130,149,140,sap
128,147,138,sap
128,147,138,sap
127,146,137,sap
127,146,137,sap
126,145,136,sap
125,144,135,sap
124,143,134,sap
124,143,134,sap
124,143,134,sap
123,142,133,sap
123,142,133,sap
122,141,132,sap
122,141,132,sap
121,140,131,sap
121,140,131,sap
121,140,131,sap
120,139,130,sap
120,139,130,sap
120,139,130,sap
119,138,129,sap
119,138,129,sap
118,137,128,sap
118,137,128,sap
118,137,128,sap
116,135,126,sap
116,135,126,sap
116,135,126,sap
116,135,126,sap
116,135,126,sap
116,135,126,sap
115,134,125,sap
115,134,125,sap
114,135,126,sap
114,135,126,sap
114,135,126,sap
114,135,126,sap
114,135,126,sap
115,136,127,sap
115,136,127,sap
115,136,127,sap
114,135,127,sap
115,136,128,sap
115,136,128,sap
116,137,129,sap
116,137,129,sap
117,138,130,sap
117,138,130,sap
117,138,130,sap
117,138,130,sap
117,138,130,sap
117,138,130,sap
118,139,131,sap
118,139,131,sap
118,139,131,sap
118,139,131,sap
118,139,131,sap
119,140,132,sap
119,140,132,sap
119,140,132,sap
120,141,133,sap
120,141,133,sap
120,141,133,sap
120,141,133,sap
137,163,150,sap
138,164,151,sap
140,166,153,sap
142,168,155,sap
143,169,156,sap
146,172,159,sap
149,173,161,sap
151,175,163,sap
153,177,165,sap
156,180,168,sap
159,183,171,sap
161,185,173,sap
163,187,175,sap
165,189,177,sap
170,192,180,sap
172,194,182,sap
176,198,186,sap
177,199,187,sap
180,202,190,sap
182,204,192,sap
185,207,195,sap
187,209,197,sap
189,211,199,sap
190,212,200,sap
194,214,202,sap
196,216,204,sap
198,218,206,sap
199,219,207,sap
201,221,209,sap
203,223,211,sap
205,225,213,sap
206,226,214,sap
208,227,218,sap
209,228,219,sap
211,230,221,sap
212,231,222,sap
213,232,223,sap
213,232,223,sap
216,233,224,sap
217,234,225,sap
217,234,225,sap
217,234,225,sap
218,235,226,sap
218,235,226,sap
218,235,226,sap
218,235,226,sap
219,234,226,sap
219,234,226,sap
219,233,227,sap
218,232,226,sap
217,231,225,sap
216,230,224,sap
215,229,223,sap
215,229,223,sap
214,228,222,sap
213,227,221,sap
211,225,219,sap
210,224,218,sap
209,223,217,sap
208,222,216,sap
207,221,215,sap
206,220,214,sap
205,219,213,sap
204,218,212,sap
203,217,213,sap
201,215,211,sap
201,212,209,sap
200,211,208,sap
198,209,206,sap
196,207,204,sap
194,205,202,sap
193,204,201,sap
191,202,199,sap
190,201,198,sap
190,199,196,sap
188,197,194,sap
187,196,193,sap
185,194,191,sap
183,192,189,sap
181,190,187,sap
179,188,185,sap
178,187,184,sap
176,185,182,sap
174,183,180,sap
172,181,178,sap
170,179,176,sap
168,177,174,sap
167,176,173,sap
165,174,171,sap
164,173,170,sap
162,171,168,sap
160,169,166,sap
159,168,165,sap
157,166,163,sap
155,164,161,sap
154,163,160,sap
154,163,160,sap
152,161,158,sap
151,160,157,sap
149,158,155,sap
148,157,154,sap
147,156,153,sap
145,154,151,sap
144,153,150,sap
142,151,148,sap
141,150,147,sap
140,149,146,sap
139,148,145,sap
138,147,144,sap
136,145,142,sap
135,144,141,sap
135,144,141,sap
132,143,140,sap
132,143,140,sap
131,142,139,sap
131,142,139,sap
130,141,138,sap
130,141,138,sap
130,141,138,sap
130,141,138,sap
130,141,138,sap
131,142,139,sap
132,143,140,sap
133,144,141,sap
134,145,142,sap
135,146,143,sap
137,148,145,sap
138,149,146,sap
137,151,147,sap
138,152,148,sap
140,154,150,sap
141,155,151,sap
143,157,153,sap
144,158,154,sap
145,160,156,sap
146,161,157,sap
147,162,158,sap
148,163,159,sap
150,165,161,sap
151,166,162,sap
152,167,163,sap
153,168,164,sap
155,170,166,sap
156,171,167,sap
155,173,166,sap
156,174,167,sap
157,175,168,sap
158,176,169,sap
159,177,170,sap
161,179,172,sap
162,180,173,sap
162,180,173,sap
161,182,174,sap
162,183,175,sap
162,183,175,sap
163,184,176,sap
163,184,176,sap
163,184,176,sap
163,184,176,sap
163,184,176,sap
162,183,175,sap
162,183,175,sap
160,183,175,sap
159,182,174,sap
159,182,174,sap
158,181,173,sap
158,181,173,sap
157,180,172,sap
157,180,172,sap
156,179,171,sap
154,178,170,sap
153,177,169,sap
152,176,168,sap
151,175,167,sap
150,174,166,sap
149,173,165,sap
149,173,165,sap
148,172,164,sap
146,170,162,sap
145,169,161,sap
144,168,160,sap
142,166,158,sap
141,165,157,sap
140,164,156,sap
135,162,153,sap
134,161,152,sap
132,159,150,sap
131,158,149,sap
130,157,148,sap
128,155,146,sap
127,154,145,sap
125,152,143,sap
123,150,141,sap
122,149,140,sap
121,148,139,sap
120,147,138,sap
119,146,137,sap
118,145,136,sap
117,144,135,sap
116,143,134,sap
115,142,133,sap
114,141,132,sap
114,141,132,sap
113,140,131,sap
112,139,130,sap
111,138,129,sap
110,137,128,sap
110,137,128,sap
106,135,126,sap
106,135,126,sap
106,135,126,sap
106,135,126,sap
105,134,125,sap
105,134,125,sap
104,133,124,sap
104,133,124,sap
104,133,124,sap
104,133,124,sap
104,133,124,sap
104,133,124,sap
91,97,92,sap
92,98,93,sap
95,101,96,sap
97,103,98,sap
99,105,100,sap
102,108,103,sap
104,110,105,sap
106,112,107,sap
107,113,108,sap
109,115,110,sap
111,117,112,sap
113,119,114,sap
115,121,116,sap
118,124,119,sap
120,126,121,sap
122,128,123,sap
124,130,125,sap
126,132,127,sap
128,134,129,sap
131,137,132,sap
133,139,134,sap
136,142,137,sap
138,144,139,sap
140,146,141,sap
143,148,146,sap
145,150,148,sap
147,152,150,sap
149,154,152,sap
151,156,154,sap
153,158,156,sap
155,160,158,sap
156,161,159,sap
158,163,161,sap
159,164,162,sap
160,165,163,sap
162,167,165,sap
163,168,166,sap
164,169,167,sap
166,171,169,sap
166,171,169,sap
167,172,170,sap
168,173,171,sap
169,174,172,sap
170,175,173,sap
171,176,174,sap
172,177,175,sap
174,179,177,sap
175,180,178,sap
174,180,179,sap
174,180,179,sap
174,180,179,sap
175,181,180,sap
175,181,180,sap
176,182,181,sap
176,182,181,sap
176,182,181,sap
176,182,181,sap
176,182,181,sap
176,182,181,sap
177,183,182,sap
177,183,182,sap
176,182,181,sap
176,182,181,sap
176,183,180,sap
174,183,180,sap
173,183,177,sap
173,183,177,sap
172,182,176,sap
172,182,176,sap
171,181,175,sap
170,180,174,sap
170,180,174,sap
167,179,173,sap
167,179,173,sap
166,178,172,sap
165,177,171,sap
165,177,171,sap
164,176,170,sap
164,176,170,sap
163,175,169,sap
163,175,169,sap
162,174,168,sap
161,173,167,sap
161,173,167,sap
161,173,167,sap
161,173,167,sap
160,172,166,sap
159,171,165,sap
159,171,165,sap
159,171,165,sap
159,171,165,sap
158,170,164,sap
158,170,164,sap
157,169,163,sap
157,169,163,sap
157,169,163,sap
154,169,161,sap
153,168,160,sap
152,167,159,sap
151,166,158,sap
150,165,157,sap
149,164,156,sap
147,162,154,sap
146,161,153,sap
145,160,152,sap
143,158,150,sap
141,156,148,sap
140,155,147,sap
88,126,114,sap
88,126,114,sap
88,126,114,sap
88,126,114,sap
86,126,114,sap
86,126,114,sap
86,126,114,sap
86,126,114,sap
87,128,113,sap
87,128,113,sap
87,128,113,sap
87,128,113,sap
85,128,113,sap
85,128,113,sap
85,128,113,sap
85,128,113,sap
84,127,112,sap
84,127,112,sap
84,127,112,sap
84,127,112,sap
85,128,113,sap
85,128,113,sap
84,129,113,sap
84,129,113,sap
85,130,114,sap
85,130,114,sap
85,130,114,sap
85,130,114,sap
86,131,115,sap
86,131,115,sap
84,131,115,sap
84,131,115,sap
84,131,115,sap
84,131,115,sap
84,131,115,sap
84,131,115,sap
85,132,116,sap
85,132,116,sap
85,132,116,sap
85,132,116,sap
85,132,116,sap
85,132,116,sap
83,132,116,sap
84,133,117,sap
84,133,117,sap
84,133,117,sap
84,133,117,sap
84,133,117,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
84,134,116,sap
87,135,117,sap
87,135,117,sap
87,135,117,sap
87,135,117,sap
87,135,117,sap
87,135,117,sap
87,135,117,sap
87,135,117,sap
86,134,116,sap
86,134,116,sap
86,134,116,sap
86,134,116,sap
86,134,116,sap
86,134,116,sap
86,134,116,sap
86,134,116,sap
87,135,117,sap
87,135,117,sap
87,135,117,sap
88,136,118,sap
88,136,118,sap
88,136,118,sap
90,135,118,sap
91,136,119,sap
90,135,118,sap
90,135,118,sap
91,136,119,sap
91,136,119,sap
91,136,119,sap
91,136,119,sap
92,137,120,sap
92,137,120,sap
94,137,122,sap
94,137,122,sap
97,138,123,sap
97,138,123,sap
98,139,124,sap
98,139,124,sap
100,141,126,sap
101,142,127,sap
103,142,127,sap
104,143,128,sap
106,145,130,sap
107,146,131,sap
110,146,132,sap
111,147,133,sap
112,148,134,sap
113,149,135,sap
115,151,137,sap
117,153,139,sap
119,154,140,sap
120,155,141,sap
121,156,142,sap
122,157,143,sap
123,158,144,sap
124,159,145,sap
127,160,146,sap
128,161,147,sap
129,162,148,sap
130,163,149,sap
132,162,149,sap
133,163,150,sap
134,164,151,sap
135,165,152,sap
136,166,153,sap
136,166,153,sap
139,167,154,sap
139,167,154,sap
139,167,154,sap
140,168,155,sap
140,168,155,sap
140,168,155,sap
143,169,156,sap
143,169,156,sap
143,169,156,sap
144,170,157,sap
145,169,157,sap
145,169,157,sap
145,169,157,sap
145,169,157,sap
143,167,157,sap
144,168,158,sap
145,166,157,sap
145,166,157,sap
144,165,156,sap
143,164,155,sap
142,163,154,sap
141,162,153,sap
141,160,151,sap
140,159,150,sap
138,157,148,sap
136,155,146,sap
136,153,144,sap
135,152,143,sap
133,150,141,sap
132,149,140,sap
129,146,137,sap
128,145,136,sap
127,142,134,sap
125,140,132,sap
124,139,131,sap
122,137,129,sap
120,135,127,sap
118,133,125,sap
119,132,124,sap
118,131,123,sap
116,129,121,sap
115,128,120,sap
116,127,119,sap
114,125,117,sap
113,124,116,sap
112,123,115,sap
111,121,115,sap
110,120,114,sap
108,118,112,sap
107,117,111,sap
109,116,111,sap
107,114,109,sap
106,113,108,sap
105,112,107,sap
104,111,106,sap
104,111,106,sap
103,110,105,sap
102,109,104,sap
102,108,103,sap
101,107,102,sap
100,106,101,sap
100,106,101,sap
100,105,103,sap
99,104,102,sap
99,104,102,sap
98,103,101,sap
98,103,101,sap
97,102,100,sap
97,102,100,sap
97,102,100,sap
100,103,101,sap
100,103,101,sap
100,103,101,sap
100,103,101,sap
100,103,101,sap
100,103,101,sap
112,149,133,sap
110,147,131,sap
106,145,129,sap
105,144,128,sap
103,142,126,sap
102,141,125,sap
100,139,123,sap
98,137,121,sap
98,137,121,sap
97,136,120,sap
93,135,118,sap
92,134,117,sap
91,133,116,sap
91,133,116,sap
90,132,115,sap
89,131,114,sap
89,131,113,sap
89,131,113,sap
89,131,113,sap
89,131,113,sap
87,132,113,sap
88,133,114,sap
88,133,114,sap
88,133,114,sap
88,133,114,sap
88,133,114,sap
89,134,115,sap
89,134,115,sap
88,134,115,sap
89,135,116,sap
89,135,116,sap
89,135,116,sap
90,135,116,sap
90,135,116,sap
90,135,116,sap
89,134,115,sap
89,134,115,sap
89,134,115,sap
89,134,115,sap
88,133,114,sap
89,134,115,sap
89,134,115,sap
88,133,114,sap
88,133,114,sap
87,132,113,sap
87,132,113,sap
86,131,112,sap
86,131,112,sap
84,130,111,sap
84,130,111,sap
84,130,111,sap
84,130,111,sap
84,130,111,sap
83,129,110,sap
83,129,110,sap
83,129,110,sap
83,129,110,sap
82,128,109,sap
81,127,108,sap
81,127,108,sap
80,126,107,sap
81,127,108,sap
81,127,108,sap
82,128,109,sap
82,128,109,sap
82,128,109,sap
81,127,108,sap
81,127,108,sap
81,127,108,sap
81,127,108,sap
81,127,108,sap
82,128,109,sap
81,127,108,sap
81,127,108,sap
81,127,108,sap
81,127,108,sap
80,126,107,sap
80,126,107,sap
80,126,107,sap
80,126,107,sap
82,127,108,sap
81,126,107,sap
81,126,107,sap
81,126,107,sap
83,125,107,sap
82,124,106,sap
82,124,106,sap
82,124,106,sap
82,124,106,sap
82,124,106,sap
82,124,106,sap
82,124,106,sap
84,124,106,sap
84,124,106,sap
84,124,106,sap
84,124,106,sap
83,123,105,sap
83,123,105,sap
83,123,105,sap
83,123,105,sap
82,122,104,sap
82,122,104,sap
84,122,104,sap
84,122,104,sap
84,121,105,sap
84,121,105,sap
84,121,105,sap
84,121,105,sap
83,120,104,sap
83,120,104,sap
84,120,104,sap
84,120,104,sap
84,120,104,sap
83,119,103,sap
82,118,102,sap
82,118,102,sap
83,119,103,sap
83,119,103,sap
84,117,102,sap
83,116,101,sap
83,116,101,sap
83,116,101,sap
84,115,100,sap
84,115,100,sap
83,114,99,sap
83,114,99,sap
83,114,99,sap
83,114,99,sap
82,113,98,sap
82,113,98,sap
81,112,97,sap
81,112,97,sap
82,111,96,sap
81,110,95,sap
81,110,95,sap
80,109,94,sap
81,107,93,sap
81,107,93,sap
80,106,92,sap
80,106,92,sap
80,106,92,sap
79,105,91,sap
79,104,90,sap
79,104,90,sap
77,102,88,sap
76,101,87,sap
75,100,86,sap
74,99,85,sap
73,98,84,sap
72,97,83,sap
73,96,82,sap
73,96,82,sap
72,95,81,sap
71,94,80,sap
72,92,79,sap
72,92,79,sap
72,92,79,sap
72,92,79,sap
71,91,78,sap
71,91,78,sap
71,91,79,sap
71,91,79,sap
71,91,79,sap
72,92,80,sap
73,93,81,sap
74,94,82,sap
76,93,82,sap
77,94,83,sap
79,96,85,sap
79,96,85,sap
64,60,89,toprak
64,60,89,toprak
63,59,88,toprak
63,59,88,toprak
63,59,88,toprak
63,59,88,toprak
64,60,89,toprak
64,60,89,toprak
65,61,90,toprak
66,62,91,toprak
67,62,93,toprak
68,63,94,toprak
69,64,95,toprak
70,65,96,toprak
71,66,97,toprak
72,67,98,toprak
72,67,99,toprak
73,68,100,toprak
74,69,101,toprak
75,70,102,toprak
76,70,105,toprak
77,71,106,toprak
77,71,106,toprak
77,71,106,toprak
77,70,107,toprak
76,69,106,toprak
76,69,106,toprak
75,68,105,toprak
74,66,106,toprak
73,65,105,toprak
72,64,104,toprak
72,64,104,toprak
72,64,105,toprak
72,64,105,toprak
72,64,105,toprak
72,64,105,toprak
73,65,106,toprak
74,66,107,toprak
76,68,109,toprak
76,68,109,toprak
76,68,109,toprak
76,68,109,toprak
77,69,110,toprak
78,70,111,toprak
78,70,111,toprak
79,71,112,toprak
79,71,112,toprak
80,72,113,toprak
81,73,113,toprak
81,73,113,toprak
81,73,113,toprak
80,72,112,toprak
80,72,112,toprak
79,71,111,toprak
79,71,111,toprak
79,71,111,toprak
77,70,107,toprak
77,70,107,toprak
76,69,106,toprak
76,69,106,toprak
75,68,105,toprak
74,67,104,toprak
73,66,103,toprak
72,65,102,toprak
71,64,101,toprak
70,63,100,toprak
69,62,99,toprak
68,61,98,toprak
68,61,98,toprak
67,60,97,toprak
66,59,96,toprak
66,59,96,toprak
65,58,95,toprak
65,58,95,toprak
64,57,94,toprak
64,57,94,toprak
63,56,93,toprak
63,56,93,toprak
62,55,92,toprak
62,55,92,toprak
62,55,92,toprak
62,55,92,toprak
62,55,92,toprak
62,55,92,toprak
62,55,92,toprak
62,55,92,toprak
62,55,92,toprak
62,55,92,toprak
66,59,96,toprak
66,59,96,toprak
66,59,96,toprak
66,59,96,toprak
66,59,96,toprak
67,60,97,toprak
67,60,97,toprak
67,60,97,toprak
65,61,97,toprak
65,61,97,toprak
65,61,97,toprak
65,61,97,toprak
64,60,96,toprak
64,60,96,toprak
64,60,96,toprak
64,60,96,toprak
62,60,96,toprak
62,60,96,toprak
62,60,96,toprak
62,60,96,toprak
62,60,96,toprak
62,60,96,toprak
62,60,96,toprak
61,59,95,toprak
61,59,95,toprak
61,59,95,toprak
61,59,95,toprak
61,59,95,toprak
62,60,96,toprak
62,60,96,toprak
62,60,96,toprak
62,60,96,toprak
62,60,96,toprak
62,60,96,toprak
63,61,97,toprak
63,61,97,toprak
63,61,97,toprak
63,61,97,toprak
64,62,98,toprak
64,62,98,toprak
62,62,98,toprak
62,62,98,toprak
62,62,98,toprak
63,63,99,toprak
63,63,99,toprak
63,63,99,toprak
63,63,99,toprak
64,64,100,toprak
64,65,99,toprak
64,65,99,toprak
64,65,99,toprak
64,65,99,toprak
64,65,99,toprak
64,65,99,toprak
64,65,99,toprak
64,65,99,toprak
62,65,96,toprak
62,65,96,toprak
62,65,96,toprak
62,65,96,toprak
62,65,96,toprak
62,65,96,toprak
62,65,96,toprak
62,65,96,toprak
60,63,94,toprak
60,63,94,toprak
59,63,92,toprak
59,63,92,toprak
58,62,91,toprak
57,61,90,toprak
57,61,90,toprak
56,60,89,toprak
56,60,88,toprak
55,59,87,toprak
55,59,87,toprak
54,58,86,toprak
54,58,86,toprak
53,57,85,toprak
53,57,85,toprak
53,57,85,toprak
53,57,85,toprak
53,57,85,toprak
53,57,85,toprak
53,57,85,toprak
53,57,85,toprak
53,57,85,toprak
53,57,85,toprak
53,57,85,toprak
55,57,87,toprak
55,57,87,toprak
55,57,87,toprak
55,57,87,toprak
55,57,87,toprak
55,57,87,toprak
55,57,87,toprak
55,57,87,toprak
54,56,86,toprak
54,56,86,toprak
55,57,87,toprak
55,57,87,toprak
55,57,87,toprak
55,57,87,toprak
55,57,87,toprak
55,57,87,toprak
55,57,88,toprak
55,57,88,toprak
55,57,88,toprak
55,57,88,toprak
55,57,88,toprak
55,57,88,toprak
55,57,88,toprak
55,57,88,toprak
54,56,87,toprak
54,56,87,toprak
54,56,87,toprak
54,56,87,toprak
54,56,87,toprak
54,56,87,toprak
54,56,87,toprak
54,56,87,toprak
55,56,90,toprak
55,56,90,toprak
55,56,90,toprak
55,56,90,toprak
56,57,91,toprak
56,57,91,toprak
56,57,91,toprak
56,57,91,toprak
58,57,91,toprak
58,57,91,toprak
58,57,91,toprak
58,57,91,toprak
58,57,91,toprak
58,57,91,toprak
58,57,91,toprak
58,57,91,toprak
59,56,88,toprak
59,56,88,toprak
59,56,88,toprak
58,55,87,toprak
58,55,87,toprak
58,55,87,toprak
58,55,87,toprak
58,55,87,toprak
57,54,86,toprak
57,54,86,toprak
56,53,85,toprak
56,53,85,toprak
55,52,84,toprak
55,52,84,toprak
54,51,83,toprak
54,51,83,toprak
54,52,82,toprak
54,52,82,toprak
54,52,82,toprak
54,52,82,toprak
54,52,82,toprak
54,52,82,toprak
54,52,81,toprak
54,52,81,toprak
54,52,81,toprak
54,52,81,toprak
54,52,81,toprak
54,52,81,toprak
54,52,81,toprak
54,52,81,toprak
55,53,82,toprak
55,53,82,toprak
57,54,80,toprak
57,54,80,toprak
58,55,81,toprak
58,55,81,toprak
59,56,82,toprak
60,57,83,toprak
60,57,83,toprak
61,58,84,toprak
61,58,84,toprak
62,59,85,toprak
62,59,85,toprak
63,60,86,toprak
64,61,87,toprak
65,62,88,toprak
65,62,88,toprak
66,63,89,toprak
67,64,90,toprak
68,65,91,toprak
69,66,92,toprak
70,67,93,toprak
71,68,94,toprak
72,69,95,toprak
73,70,96,toprak
73,70,96,toprak
74,71,97,toprak
74,71,97,toprak
74,71,97,toprak
74,71,97,toprak
75,72,98,toprak
75,72,98,toprak
75,72,98,toprak
75,72,98,toprak
76,71,100,toprak
76,71,100,toprak
76,71,100,toprak
75,70,99,toprak
75,70,99,toprak
74,69,98,toprak
73,68,97,toprak
72,67,96,toprak
71,66,95,toprak
70,65,94,toprak
68,63,92,toprak
67,62,91,toprak
66,61,90,toprak
65,60,89,toprak
63,58,87,toprak
62,57,86,toprak
61,56,85,toprak
60,55,84,toprak
58,53,82,toprak
57,52,81,toprak
56,51,80,toprak
55,50,79,toprak
54,49,76,toprak
53,48,75,toprak
52,48,73,toprak
51,47,72,toprak
50,46,71,toprak
49,45,70,toprak
49,45,70,toprak
49,45,70,toprak
48,45,67,toprak
48,45,67,toprak
48,45,67,toprak
48,45,67,toprak
48,45,67,toprak
48,45,67,toprak
49,47,67,toprak
49,47,67,toprak
49,47,67,toprak
49,47,67,toprak
50,48,68,toprak
50,48,68,toprak
51,49,69,toprak
51,49,69,toprak
51,48,70,toprak
51,48,70,toprak
50,47,69,toprak
50,47,69,toprak
51,47,72,toprak
51,47,72,toprak
51,47,72,toprak
51,47,72,toprak
51,47,72,toprak
51,47,72,toprak
51,46,73,toprak
51,46,73,toprak
51,46,73,toprak
52,47,74,toprak
52,47,74,toprak
53,48,75,toprak
54,49,76,toprak
55,50,77,toprak
56,51,78,toprak
56,51,78,toprak
58,52,83,toprak
59,53,84,toprak
60,54,85,toprak
61,55,86,toprak
62,56,87,toprak
63,57,88,toprak
64,58,89,toprak
65,59,90,toprak
67,61,92,toprak
68,62,93,toprak
70,64,95,toprak
71,65,96,toprak
71,65,96,toprak
72,66,97,toprak
73,67,98,toprak
74,68,99,toprak
75,69,100,toprak
75,69,100,toprak
75,69,100,toprak
76,70,101,toprak
76,70,101,toprak
76,70,101,toprak
76,70,101,toprak
76,70,101,toprak
76,70,101,toprak
76,70,101,toprak
76,70,101,toprak
76,70,101,toprak
63,58,89,toprak
63,58,89,toprak
63,58,89,toprak
63,58,89,toprak
63,58,89,toprak
63,58,89,toprak
63,58,89,toprak
64,59,90,toprak
64,59,90,toprak
65,60,91,toprak
67,62,93,toprak
69,64,95,toprak
70,65,96,toprak
72,67,98,toprak
74,69,100,toprak
75,70,101,toprak
76,71,102,toprak
76,71,102,toprak
77,72,103,toprak
77,72,103,toprak
77,72,103,toprak
77,72,103,toprak
76,71,102,toprak
76,71,102,toprak
76,71,102,toprak
75,70,101,toprak
74,69,100,toprak
74,69,100,toprak
73,68,99,toprak
72,67,98,toprak
70,65,96,toprak
69,64,95,toprak
68,64,93,toprak
67,63,92,toprak
66,62,91,toprak
66,62,91,toprak
65,61,90,toprak
65,61,90,toprak
66,62,91,toprak
66,62,91,toprak
63,61,90,toprak
64,62,91,toprak
65,63,93,toprak
65,63,93,toprak
65,63,93,toprak
66,64,94,toprak
68,66,96,toprak
69,67,97,toprak
70,68,98,toprak
71,69,99,toprak
72,69,101,toprak
73,70,102,toprak
73,70,102,toprak
74,71,103,toprak
75,72,104,toprak
76,73,105,toprak
76,73,105,toprak
77,74,106,toprak
78,74,109,toprak
78,74,109,toprak
78,74,109,toprak
79,75,110,toprak
80,76,111,toprak
81,77,112,toprak
82,78,113,toprak
83,79,114,toprak
